tool,trial,crash_id,cat,bug,loc,desc,exp,num_reports,min_asyncs_in_log,max_programs_from_end_of_log_to_asyncs
rand-preempt-sect_rw,4,e0a1ca9d6313e3f7dd44987b6f8379016a200fd7,KASAN,slab-use-after-free Read,move_to_new_folio,KASAN: slab-use-after-free Read in move_to_new_folio,long-term-18-MAR-2025,45,0,-15
rand-preempt-sect_rw,4,01e7b7156a7b2627cc66b530cea6b04e430dddb2,INFO,rcu detected stall,sys_fsync,INFO: rcu detected stall in sys_fsync,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,3e2a1759d5435eaceffbb63b34ef8c16e524e1c1,BUG,sleeping function called from invalid context,lock_sock_nested,BUG: sleeping function called from invalid context in lock_sock_nested,long-term-18-MAR-2025,5,0,-1
rand-preempt-sect_rw,4,5bb32f20e84c99708f7fb1fb4d0aea11af9cf855,WARNING,,inode_set_cached_link,WARNING in inode_set_cached_link,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,4,84199872ab6d3ddf70865d187e5aaa4baeb47c65,WARNING,,rfc2863_policy,WARNING in rfc2863_policy,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,4d29c05a745169575292085f4324f8fc89f0c326,OTHER,kernel BUG,jfs_evict_inode,kernel BUG in jfs_evict_inode,long-term-18-MAR-2025,22,0,-8
rand-preempt-sect_rw,4,062ff284ba014a69851c4aea42e2d5e0fe6f252a,INFO,task hung,rfkill_fop_write,INFO: task hung in rfkill_fop_write,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,5895379d1c8abffccdab30e6eb78c2677e98e219,WARNING,,delayed_free,WARNING in delayed_free,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,9c7d0c78815f7f407102b63d07ed649359f3b8bb,OTHER,possible deadlock,smc_switch_to_fallback,possible deadlock in smc_switch_to_fallback,long-term-18-MAR-2025,4,0,-2
rand-preempt-sect_rw,4,888c0f7f9e50a51d048bb9ab854b76d4759ba556,OTHER,kernel BUG,ocfs2_write_block,kernel BUG in ocfs2_write_block,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,4c7f3321d8f5dea39da49fc06a7b6f8b8592ebeb,OTHER,possible deadlock,hsr_dev_xmit,possible deadlock in hsr_dev_xmit,long-term-18-MAR-2025,5,0,-4
rand-preempt-sect_rw,4,2a688f1295824561ed7dd2ebee0af337647603ef,WARNING,,inode_to_wb,WARNING in inode_to_wb,long-term-18-MAR-2025,100,0,
rand-preempt-sect_rw,4,51cc94811ebd073cf5874f118692256ef1eadf90,INFO,rcu detected stall,x64_sys_call,INFO: rcu detected stall in x64_sys_call,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,5989b22e7d1b7a92ebab7da8be1616b1ca1b97e0,OTHER,possible deadlock,ip_mroute_setsockopt,possible deadlock in ip_mroute_setsockopt,long-term-18-MAR-2025,1,2,-1
rand-preempt-sect_rw,4,cf1828f4f7cddf8f5e3f9f01be66e00c7044de90,INFO,rcu detected stall,sys_openat,INFO: rcu detected stall in sys_openat,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,4d43edefe43dc89161dd7655b29f662f04b5f2cc,OTHER,possible deadlock,hfs_find_init,possible deadlock in hfs_find_init,long-term-18-MAR-2025,20,0,-3
rand-preempt-sect_rw,4,986c6466f7fc44c12d7a498858263fc30852ad91,INFO,rcu detected stall,sys_fsconfig,INFO: rcu detected stall in sys_fsconfig,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,670153e888f4e124a9c42b6e5d582c0f0872ec86,INFO,rcu detected stall,rtnl_newlink,INFO: rcu detected stall in rtnl_newlink,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,afd75899ce257f0020e9d9c47e3ae3fe04a8b7dd,OTHER,general protection fault,hfsplus_rename_cat,general protection fault in hfsplus_rename_cat,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,fc92a3d48f65988af59ad25d6bb9efc5b7e0564c,WARNING,,__invalidate_bh_lrus,WARNING in __invalidate_bh_lrus,long-term-18-MAR-2025,14,0,
rand-preempt-sect_rw,4,d8be63074701bec1ae41d54340c12eab439652fb,WARNING,,usb_free_urb,WARNING in usb_free_urb,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,81faef6ce66f2f63d7030f143c557fb3ceb76a36,BUG,,,"BUG: ""hc->tx_t_ipi == NUM"" holds (exception!) at net/dccp/ccids/ccid3.c:LINE/ccid3_update_send_interval()",long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,1acf5e182a84e6bfdbd928dc9344d81069818566,KASAN,slab-use-after-free Read,folio_evictable,KASAN: slab-use-after-free Read in folio_evictable,long-term-18-MAR-2025,85,0,
rand-preempt-sect_rw,4,29aec000cb9c27993a3ad3ea6f881262fafccd4b,UBSAN,shift-out-of-bounds,dbSplit,UBSAN: shift-out-of-bounds in dbSplit,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,4f7ccbaf7b7bf9f62ba80a9a30f1094ecc656cd0,OTHER,kernel BUG,txEnd,kernel BUG in txEnd,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,416fc16dc61e88df48b8990e74bd866199c4f53a,WARNING,,__rate_control_send_low,WARNING in __rate_control_send_low,long-term-18-MAR-2025,5,0,-2
rand-preempt-sect_rw,4,8b81deae3263a1bbdd95cd7bcc1bdaeba736fc58,OTHER,possible deadlock,ntfs_file_mmap,possible deadlock in ntfs_file_mmap,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,d55cddbfbe70446f2d66df758e7e93c285e69db9,WARNING,,call_timer_fn,WARNING in call_timer_fn,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,1d9bb5d25d509bfa2a7dd17a2add36a0762765ac,BUG,,,"BUG: please report to dccp@vger.kernel.org => prev = NUM, last = NUM at net/dccp/ccids/lib/packet_history.c:LINE/tfrc_rx",long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,4,107d4fad6be90805aa165afb3d9b4181c1605ce1,INFO,rcu detected stall,do_idle,INFO: rcu detected stall in do_idle,long-term-18-MAR-2025,14,0,
rand-preempt-sect_rw,4,7940299aa3a5eb1dfd4d244d0d43557a608d8449,INFO,rcu detected stall,__unwind_start,INFO: rcu detected stall in __unwind_start,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,c401efa8cefe905e64f586a50d8bbaf2d38f2350,INFO,task hung,addrconf_verify_work,INFO: task hung in addrconf_verify_work,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,ff60c39b4d0c8b8748bab3faa28f93bdc2068378,OTHER,general protection fault,rcu_core,general protection fault in rcu_core,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,82452223a9d5475e89cd85d4db53932ea7ffbb57,KASAN,wild-memory-access Read,hfsplus_bnode_read,KASAN: wild-memory-access Read in hfsplus_bnode_read,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,4,717f2a442c2ec31e6880fa8ad81443a56fc4fbed,OTHER,kernel BUG,txAbort,kernel BUG in txAbort,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,59bad2e4e0e8758ddd7a8b2d9a7db7761f18597d,OTHER,kernel BUG,ocfs2_claim_suballoc_bits,kernel BUG in ocfs2_claim_suballoc_bits,long-term-18-MAR-2025,9,0,
rand-preempt-sect_rw,4,b1228ff614d81f288019daad0267672f783ee27c,OTHER,possible deadlock,ext4_xattr_inode_lookup_create,possible deadlock in ext4_xattr_inode_lookup_create,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,5baf49631b482b988a856ed38952a15781991c0b,KASAN,slab-out-of-bounds Read,sysv_new_block,KASAN: slab-out-of-bounds Read in sysv_new_block,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,3474b4f1e6a694d78abe6e53923207efeee5eb46,INFO,task hung,synchronize_rcu,INFO: task hung in synchronize_rcu,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,96c447fce9cab7899e95a08f52a4c45da0691d56,WARNING,,__ieee80211_beacon_get,WARNING in __ieee80211_beacon_get,long-term-18-MAR-2025,22,0,
rand-preempt-sect_rw,4,b21d3b2e46edfe818ee025e6456797ee54f2d2d4,INFO,rcu detected stall,tipc_sendstream,INFO: rcu detected stall in tipc_sendstream,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,d500366678f2a2b2ed69324bbfaf20ac43631c72,OTHER,possible deadlock,console_flush_all,possible deadlock in console_flush_all,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,d3352a10231ea5c95eb5876ebf50e3601e86b547,WARNING,,btrfs_commit_transaction,WARNING in btrfs_commit_transaction,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,d58b9c335e71ad5e9143d8190f0b05f268093e7d,WARNING,,__find_get_block,WARNING in __find_get_block,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,89b3b67efdd299d6754b6f7d8f626f085a42808b,OTHER,kernel BUG,jffs2_del_ino_cache,kernel BUG in jffs2_del_ino_cache,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,a5151f2aa840fe7bc90c672c803890cf4bc95b13,INFO,rcu detected stall,kswapd,INFO: rcu detected stall in kswapd,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,7154156a9841df26dd0871d79ccab7324d3c5044,KASAN,slab-use-after-free Read,hdm_disconnect,KASAN: slab-use-after-free Read in hdm_disconnect,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,3c962edd81bdfb3f8ab67010de91fac4eb92b4b5,INFO,task hung,fdget_pos,INFO: task hung in fdget_pos,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,cae0c49cb8a02ebed9b30518fd78ecaf184ce0d9,KASAN,use-after-free Write,ext4_insert_dentry,KASAN: use-after-free Write in ext4_insert_dentry,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,4,64599d8b84af418f9904a96a43309a99d798843c,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: read: connection reset by peer,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,bd13438de068333c8c0bc186aa351913f11ff0c8,OTHER,possible deadlock,ntfs_look_for_free_space,possible deadlock in ntfs_look_for_free_space,long-term-18-MAR-2025,1,2,-3
rand-preempt-sect_rw,4,bd11136f01547d97986820803dd814774f5e80c1,WARNING,,__udf_add_aext,WARNING in __udf_add_aext,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,4,6c01a324911451b89f168a51cc535a981fef28bd,OTHER,general protection fault,bfs_get_block,general protection fault in bfs_get_block,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,9df9a812f3f60eab5b74c57c2a59336ff7ecfa9a,OTHER,kernel BUG,ipgre_header,kernel BUG in ipgre_header,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,ea3c4dfc312c4e4938c1160cfb90fb42d5144a72,INFO,task hung,ath9k_hif_usb_firmware_cb,INFO: task hung in ath9k_hif_usb_firmware_cb,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,ca855d2571f6d9c8a8fd9f0ee1b79d91b2747a0b,OTHER,kernel BUG,ocfs2_write_cluster_by_desc,kernel BUG in ocfs2_write_cluster_by_desc,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,f4fec6759f727ca4d1b8ae8f2130079e9c4a48d8,INFO,rcu detected stall,security_file_open,INFO: rcu detected stall in security_file_open,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,8c61c462c66668d7fe521d844360c58207a40dd9,WARNING,,pvr2_send_request_ex/usb_submit_urb,WARNING in pvr2_send_request_ex/usb_submit_urb,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,4acb584fc96d56cb961babafdb895e8e8ff4ac15,INFO,rcu detected stall,filemap_fault,INFO: rcu detected stall in filemap_fault,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,5e7ac63ebdfb8e33254bd15242adb4b27ef36e84,OTHER,possible deadlock,sock_set_reuseaddr,possible deadlock in sock_set_reuseaddr,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,8066f026209a5e9f01cec86e629b05f8bae3a9e5,KASAN,use-after-free Read,__ocfs2_find_path,KASAN: use-after-free Read in __ocfs2_find_path,long-term-18-MAR-2025,99,0,-2
rand-preempt-sect_rw,4,f58c116be36fa20d2c4279e0b70cd3e4083e4fb0,OTHER,kernel BUG,clear_inode,kernel BUG in clear_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,cd1f4d10aeccd425f032ef8307ca2a72d86c67b8,INFO,task hung,lock_metapage,INFO: task hung in lock_metapage,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,4,51d56ca0f41d3744b47c583ede6b8065b7b4fb7a,OTHER,kernel BUG,__gfs2_glock_put,kernel BUG in __gfs2_glock_put,long-term-18-MAR-2025,10,0,-2
rand-preempt-sect_rw,4,f5a259f85d42c3c72cf17ef817a151c8f215a51b,OTHER,general protection fault,jfs_flush_journal,general protection fault in jfs_flush_journal,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,f7413896ad4af6003ae85c8b1e9ab706c1b3eafc,INFO,rcu detected stall,sys_clone,INFO: rcu detected stall in sys_clone,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,518f9409bd34d7d8e7f25c6d19f2306bf745e274,OTHER,kernel BUG,__ext4_journal_stop,kernel BUG in __ext4_journal_stop,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,4fbdcbede9ef67468c7fbd727ec288da5f0a4948,INFO,rcu detected stall,cleanup_mnt,INFO: rcu detected stall in cleanup_mnt,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,fc2733d2cd6cf20337fdfa85857fe92acc4e67e1,WARNING,,bcm5974_start_traffic/usb_submit_urb,WARNING in bcm5974_start_traffic/usb_submit_urb,long-term-18-MAR-2025,18,0,
rand-preempt-sect_rw,4,6841b09f10883829d2fec742d938c431c8441375,OTHER,possible deadlock,hfs_extend_file,possible deadlock in hfs_extend_file,long-term-18-MAR-2025,6,0,-4
rand-preempt-sect_rw,4,b4f58b4acdf59c8936624998015fc212e19dd908,INFO,rcu detected stall,do_seccomp,INFO: rcu detected stall in do_seccomp,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,c991ea08384dcae5e17c3575fd230a3ad42c084c,OTHER,possible deadlock,attr_data_get_block,possible deadlock in attr_data_get_block,long-term-18-MAR-2025,2,2,-1
rand-preempt-sect_rw,4,cf239e947e8ee82f53f98768040835fc4f8f050c,INFO,rcu detected stall,sys_clock_settime,INFO: rcu detected stall in sys_clock_settime,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,7e1a8fa5c0fbbd45eb5476b74a89c66d6cbef960,WARNING,,plfxlc_mac_release,WARNING in plfxlc_mac_release,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,d027818df46bc1ecda09916eaeed5bd6798095b6,WARNING,,drop_nlink,WARNING in drop_nlink,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,f223e9afc7a46528d132e137faca685e6144125e,KASAN,slab-use-after-free Write,sco_conn_put,KASAN: slab-use-after-free Write in sco_conn_put,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,c8a24c42ab318046943779327b5e06f8134a445f,KASAN,user-memory-access Write,__destroy_inode,KASAN: user-memory-access Write in __destroy_inode,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,4,1bd6c550a6c1d7dd92daba50c290b8fc598ff6ce,INFO,task hung,bdev_open,INFO: task hung in bdev_open,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,717032a22f7c66339ad18aa5c7100ebd76ad1ea7,WARNING,,hfs_bnode_create,WARNING in hfs_bnode_create,long-term-18-MAR-2025,15,0,
rand-preempt-sect_rw,4,9a2fe3c6b993d0df25eab726dec203e61dc6b027,KASAN,out-of-bounds Read,ext4_xattr_set_entry,KASAN: out-of-bounds Read in ext4_xattr_set_entry,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,4,310eec601699070a82c325d09a07607f294d8b80,KASAN,slab-use-after-free Read,__ocfs2_flush_truncate_log,KASAN: slab-use-after-free Read in __ocfs2_flush_truncate_log,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,143189e89dcd5e8dc7e14dd0755b3fd525128031,BUG,,,BUG: Bad page state,long-term-18-MAR-2025,3,0,-103
rand-preempt-sect_rw,4,236682dc9e4ebd8581e72868857ce86280630cb5,OTHER,possible deadlock,hfsplus_find_init,possible deadlock in hfsplus_find_init,long-term-18-MAR-2025,22,0,-3
rand-preempt-sect_rw,4,dd807c549664de6dd0f962f4ba1208e78aeac7ce,INFO,task hung,corrupted,INFO: task hung in corrupted,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,3a4666fb760a742c20ea2ec36a3c0958a00befa5,WARNING,,ext4_iomap_begin,WARNING in ext4_iomap_begin,long-term-18-MAR-2025,2,1,
rand-preempt-sect_rw,4,084728785a422eb947a33faad79ca3465e020026,OTHER,possible deadlock,udf_free_blocks,possible deadlock in udf_free_blocks,long-term-18-MAR-2025,2,1,
rand-preempt-sect_rw,4,1616a6774e1e4f32979c3d9624c3bd1186cbe468,UBSAN,shift-out-of-bounds,extAlloc,UBSAN: shift-out-of-bounds in extAlloc,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,1eb07be854cc11b560ce1b45e5d0579ca602b368,OTHER,possible deadlock,gup_fast_fallback,possible deadlock in gup_fast_fallback,long-term-18-MAR-2025,2,0,-1
rand-preempt-sect_rw,4,38dec108eee0b492a62d86e6b92d2133e8ab9cc5,KASAN,slab-out-of-bounds Write,diWrite,KASAN: slab-out-of-bounds Write in diWrite,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,943879683ba99cd7772ff6905d9138f421b695f8,OTHER,kernel BUG,ocfs2_populate_inode,kernel BUG in ocfs2_populate_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,e1591f5807cca98241c629b5860e9e5e1c358571,WARNING,suspicious RCU usage,get_callchain_entry,WARNING: suspicious RCU usage in get_callchain_entry,long-term-18-MAR-2025,31,0,-6
rand-preempt-sect_rw,4,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,long-term-18-MAR-2025,49,0,
rand-preempt-sect_rw,4,435f0baa0b40cab2bc6ad6e584cb66dd641f3efe,OTHER,possible deadlock,kernfs_seq_start,possible deadlock in kernfs_seq_start,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,6bfb19d7f651b70ce0ff4685912f3a524094c474,INFO,task hung,lmLogClose,INFO: task hung in lmLogClose,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,a7639dcaa0943aa8a9470fbff76d4c40bbd8a3f6,UBSAN,array-index-out-of-bounds,dbAllocBits,UBSAN: array-index-out-of-bounds in dbAllocBits,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,cfbae8737f6cf1bb119f7a082836ba75e5c23c05,OTHER,kernel BUG,ext4_inline_data_truncate,kernel BUG in ext4_inline_data_truncate,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,68807c4df71d721a9215e22ac844e6a5fbc87898,WARNING,,ext4_xattr_inode_lookup_create,WARNING in ext4_xattr_inode_lookup_create,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,4ecda27d97e590e179a8c967d0b1615224f921fd,WARNING,,reserve_ds_buffers,WARNING in reserve_ds_buffers,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,4,ff12148d728e8c4ebaf0d1070b81bce4ae226880,OTHER,kernel BUG,ext4_do_writepages,kernel BUG in ext4_do_writepages,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,da46f7c0e060fe79bb18f8875d62b8aca72f8caa,INFO,rcu detected stall,seq_read_iter,INFO: rcu detected stall in seq_read_iter,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,555dea26688fe98056f9732cf38a27c7a116f88f,INFO,rcu detected stall,kernfs_fop_write_iter,INFO: rcu detected stall in kernfs_fop_write_iter,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,a2b014c9c4cda447ef5f302511344a5162f1e6a5,WARNING,,fanotify_handle_event,WARNING in fanotify_handle_event,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,4,64d5cceef5716756190eaab9a1a19771c430b99d,OTHER,kernel BUG,dbFindLeaf,kernel BUG in dbFindLeaf,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,4,5abc96d5bafb31008b63e43dabda10cf4623f982,INFO,rcu detected stall,sys_getrandom,INFO: rcu detected stall in sys_getrandom,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,afbcab044ccf826599331b98cefb6e1479387053,UBSAN,array-index-out-of-bounds,dbJoin,UBSAN: array-index-out-of-bounds in dbJoin,long-term-18-MAR-2025,8,0,-2
rand-preempt-sect_rw,4,0b7a07a1b73a331c46fcc21571d95c955bf52aeb,INFO,rcu detected stall,sys_timerfd_create,INFO: rcu detected stall in sys_timerfd_create,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,4,aeea050a3949d1cb446d09f62376df9f95fdb0e6,INFO,task hung,fuse_lookup,INFO: task hung in fuse_lookup,long-term-18-MAR-2025,8,0,
rand-preempt-sect_rw,4,ea55ed6b4d3385d5bd9193ca7cecbb8e9ad4e11d,WARNING,,gfs2_check_blk_type,WARNING in gfs2_check_blk_type,long-term-18-MAR-2025,14,0,
rand-preempt-sect_rw,4,08ce1918854db60a1bbb29e36cb7e5fd8009584b,KASAN,slab-use-after-free Read,sysv_new_inode,KASAN: slab-use-after-free Read in sysv_new_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,4,3dcbd1e2079aee55d0f581135e01b287d479999d,KASAN,slab-out-of-bounds Read,hfsplus_uni2asc,KASAN: slab-out-of-bounds Read in hfsplus_uni2asc,long-term-18-MAR-2025,26,0,
rand-preempt-sect_rw,4,d4c9d4f82b2511f8f50f89cfe1db52f0bfd24c57,BUG,corrupted list,add_to_unbuddied,BUG: corrupted list in add_to_unbuddied,long-term-18-MAR-2025,29,0,
rand-preempt-sect_rw,4,4c5fb8eedeca78b3c4fe40bfc05b20601b89508a,KASAN,use-after-free Read,sysv_new_inode,KASAN: use-after-free Read in sysv_new_inode,long-term-18-MAR-2025,43,0,
rand-preempt-sect_rw,4,ff799ff0353b1d00467853c7904f84699ca6c503,OTHER,kernel BUG,txLock,kernel BUG in txLock,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,4,162dadb50aa733b767be4038d07100f4d62a55bf,KASAN,slab-use-after-free Write,ext4_insert_dentry,KASAN: slab-use-after-free Write in ext4_insert_dentry,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,4,d8da3937cd2a93e22e47c45d6042bff5e7af185b,OTHER,general protection fault,__remove_inode_hash,general protection fault in __remove_inode_hash,long-term-18-MAR-2025,2,0,
