tool,trial,crash_id,cat,bug,loc,desc,exp,num_reports,min_asyncs_in_log,max_programs_from_end_of_log_to_asyncs
syzkaller,4,8d5ac4897bd0fa36d7e0363d4210479d36554eef,SYZFATAL,,,SYZFATAL: Manager.Poll call failed: read tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
syzkaller,4,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
syzkaller,4,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,3,,
syzkaller,4,cae8bb33426999ce532ef5a7662e357e02fe6415,OTHER,possible deadlock,input_event,possible deadlock in input_event,cover_eval_cp,1,,
syzkaller,4,c8706fee1db2b029d0d78a4fec5aa655b59bbc3e,OTHER,general protection fault,pick_task_fair,general protection fault in pick_task_fair,cover_eval_cp,3,,
syzkaller,4,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
syzkaller,5,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
syzkaller,5,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,2,,
syzkaller,5,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,5,,
syzkaller,5,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,26,,
syzkaller,5,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,2,,
syzkaller,5,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,1,,
syzkaller,5,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,42,,
syzkaller,5,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,28,,
syzkaller,5,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,9,,
syzkaller,5,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,5,,
syzkaller,5,3056e0207567b5ab2df376e1400f858b88d0f665,OTHER,kernel BUG,zero_user_segments,kernel BUG in zero_user_segments,cover_eval_cp,2,,
syzkaller,5,dd029cbcea11e425c68d1b389d148057eb3cc789,BUG,soft lockup,ip_list_rcv,BUG: soft lockup in ip_list_rcv,cover_eval_cp,1,,
syzkaller,5,becaed7bff7687519e493391dcd092cb8f28d750,BUG,soft lockup,sys_mlockall,BUG: soft lockup in sys_mlockall,cover_eval_cp,1,,
syzkaller,5,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,4,,
syzkaller,5,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,6,,
syzkaller,5,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
syzkaller,5,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,1,,
syzkaller,5,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,4,,
syzkaller,5,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,1,,
syzkaller,5,c7bef9a5b3324959844ec200a0dc227b249903f9,INFO,task hung,iterate_supers,INFO: task hung in iterate_supers,cover_eval_cp,1,,
syzkaller,5,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
syzkaller,5,057de8d8fd45c5ae46e83f2daa1599f8d6333330,OTHER,kernel BUG,z3fold_page_migrate,kernel BUG in z3fold_page_migrate,cover_eval_cp,3,,
syzkaller,5,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,6,,
syzkaller,5,a7d102b4ecfd113482425e71b004203976489fdd,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
syzkaller,5,c8706fee1db2b029d0d78a4fec5aa655b59bbc3e,OTHER,general protection fault,pick_task_fair,general protection fault in pick_task_fair,cover_eval_cp,6,,
syzkaller,5,4c1dceb01dec061b63593f149cf10429fa012309,OTHER,possible deadlock,__perf_install_in_context,possible deadlock in __perf_install_in_context,cover_eval_cp,2,,
syzkaller,5,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
syzkaller,5,caffb09a4e6bc80e9a8c8cd15843f0089752eef4,KASAN,use-after-free Write,sco_sock_timeout,KASAN: use-after-free Write in sco_sock_timeout,cover_eval_cp,1,,
sect_rw,6,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_rw,6,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,1,,
sect_rw,6,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,2,,
sect_rw,6,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,1,,
sect_rw,6,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,30,,
sect_rw,6,a3e578a36f004f390cbe1b9f9fc24550997067b4,BUG,soft lockup,wg_packet_send_keepalive,BUG: soft lockup in wg_packet_send_keepalive,cover_eval_cp,1,,
sect_rw,6,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,1,,
sect_rw,6,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,3,,
sect_rw,6,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,8,,
sect_rw,6,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,2,,
sect_rw,6,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,2,,
sect_rw,6,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,9,,
sect_rw,6,29db469effd8c53f14bc416758de633b4ecaf6ff,BUG,soft lockup,tcp_keepalive_timer,BUG: soft lockup in tcp_keepalive_timer,cover_eval_cp,1,,
sect_rw,6,c00fed0a9991b177120ce04c4bc50ad35f46f830,BUG,unable to handle kernel NULL pointer dereference,filldir,BUG: unable to handle kernel NULL pointer dereference in filldir,cover_eval_cp,1,,
sect_rw,6,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,2,,
sect_rw,6,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,28,,
sect_rw,6,733343303fca2ceb29ab47d7e2a5c230a0c592d6,WARNING,,vkms_get_vblank_timestamp,WARNING in vkms_get_vblank_timestamp,cover_eval_cp,2,,
sect_rw,6,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,30,,
sect_rw,6,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,1,,
sect_rw,6,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,1,,
sect_rw,6,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,14,,
sect_rw,6,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,16,,
sect_rw,6,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,20,,
sect_rw,6,e294c86f55213967b11a9abc18b8883ff0c8605a,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: bad comp NUM type ADDR,cover_eval_cp,100,,
sect_rw,6,63de2be03e3a7eda16f7bce15a9a80a4da54ae9c,INFO,task hung,tls_sk_proto_close,INFO: task hung in tls_sk_proto_close,cover_eval_cp,2,,
sect_rw,6,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,1,,
sect_rw,6,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,3,,
sect_rw,6,9327c9c793f88e3d2ffb26db34233d3fc8b88f20,BUG,soft lockup,xfrm_timer_handler,BUG: soft lockup in xfrm_timer_handler,cover_eval_cp,1,,
sect_rw,6,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,64,,
sect_rw,6,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,4,,
sect_rw,6,62354553a886c8b88fb5d75ad0108d1806c76405,WARNING,,__folio_mark_dirty,WARNING in __folio_mark_dirty,cover_eval_cp,1,,
sect_rw,6,0418de12f4357d538dd9ae036bfe6ad4600068d5,BUG,soft lockup,aoecmd_cfg,BUG: soft lockup in aoecmd_cfg,cover_eval_cp,1,,
sect_rw,6,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,68,,
sect_rw,6,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,3,,
sect_rw,6,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,2,,
sect_rw,6,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,0,,
sect_rw,6,d713702b5b286b7704349bdd865755658baff3e8,KASAN,use-after-free Read,em28xx_init_extension,KASAN: use-after-free Read in em28xx_init_extension,cover_eval_cp,2,,
sect_rw,6,d870630cedefaaf2c870f9459f559a5bebb8e843,INFO,task hung,nsim_create,INFO: task hung in nsim_create,cover_eval_cp,1,,
sect_rw,6,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_rw,6,f311884ffb3006f0917bb38c3d12a48f2cafb3b0,BUG,soft lockup,NF_HOOK,BUG: soft lockup in NF_HOOK,cover_eval_cp,1,,
sect_rw,6,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_rw,6,057de8d8fd45c5ae46e83f2daa1599f8d6333330,OTHER,kernel BUG,z3fold_page_migrate,kernel BUG in z3fold_page_migrate,cover_eval_cp,2,,
sect_rw,6,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,1,,
sect_rw,6,deb2755c3949d00e31a435f42d409dea62c98a27,BUG,soft lockup,sys_futex,BUG: soft lockup in sys_futex,cover_eval_cp,1,,
sect_rw,6,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,23,,
sect_rw,6,a7d102b4ecfd113482425e71b004203976489fdd,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
sect_rw,6,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,28,,
sect_rw,6,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,3,,
sect_rw,6,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_rw,2,c34d1bbeac0e46a9296ceb76d20d231534bcdc5f,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: failed to create temp dir: mkdir ./syzkaller-testdirNUM: no space left on devic,cover_eval_cp,1,,
sect_rw,2,cbc4c6f265a721b8de45305209c4b636b1440f1d,BUG,soft lockup,mac80211_hwsim_beacon,BUG: soft lockup in mac80211_hwsim_beacon,cover_eval_cp,1,,
sect_rw,2,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_rw,2,55993dff4f027c4739dbe23c44fb23013e6b3612,INFO,task hung,rfkill_global_led_trigger_worker,INFO: task hung in rfkill_global_led_trigger_worker,cover_eval_cp,1,,
sect_rw,2,69f47e275c4538c204132cc37dcf26766f7393cf,WARNING,,dput,WARNING in dput,cover_eval_cp,1,,
sect_rw,2,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,4,,
sect_rw,2,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,33,,
sect_rw,2,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,1,,
sect_rw,2,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_rw,2,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,6,,
sect_rw,2,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,2,,
sect_rw,2,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,4,,
sect_rw,2,96c447fce9cab7899e95a08f52a4c45da0691d56,WARNING,,__ieee80211_beacon_get,WARNING in __ieee80211_beacon_get,cover_eval_cp,1,,
sect_rw,2,c00fed0a9991b177120ce04c4bc50ad35f46f830,BUG,unable to handle kernel NULL pointer dereference,filldir,BUG: unable to handle kernel NULL pointer dereference in filldir,cover_eval_cp,1,,
sect_rw,2,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,1,,
sect_rw,2,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,22,,
sect_rw,2,733343303fca2ceb29ab47d7e2a5c230a0c592d6,WARNING,,vkms_get_vblank_timestamp,WARNING in vkms_get_vblank_timestamp,cover_eval_cp,1,,
sect_rw,2,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,21,,
sect_rw,2,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,1,,
sect_rw,2,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,2,,
sect_rw,2,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,21,,
sect_rw,2,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,13,,
sect_rw,2,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,13,,
sect_rw,2,e294c86f55213967b11a9abc18b8883ff0c8605a,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: bad comp NUM type ADDR,cover_eval_cp,100,,
sect_rw,2,63de2be03e3a7eda16f7bce15a9a80a4da54ae9c,INFO,task hung,tls_sk_proto_close,INFO: task hung in tls_sk_proto_close,cover_eval_cp,1,,
sect_rw,2,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,cover_eval_cp,1,,
sect_rw,2,c55cf6656ce82c7ebd3e26802512fcba3d7d28ca,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err signal: killed,cover_eval_cp,2,,
sect_rw,2,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,3,,
sect_rw,2,f75a938fff71c7087689f28272e1e55ac4c89ec2,BUG,soft lockup,br_forward_delay_timer_expired,BUG: soft lockup in br_forward_delay_timer_expired,cover_eval_cp,1,,
sect_rw,2,81ece6825b8fffb53f8fa281d8686695b24285a7,BUG,soft lockup,do_idle,BUG: soft lockup in do_idle,cover_eval_cp,1,,
sect_rw,2,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,3,,
sect_rw,2,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,85,,
sect_rw,2,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
sect_rw,2,3a4c59087c2c4236dac8c3ebe5d28f5c5fe5f3ff,INFO,task hung,switchdev_deferred_process_work,INFO: task hung in switchdev_deferred_process_work,cover_eval_cp,1,,
sect_rw,2,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,68,,
sect_rw,2,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,2,,
sect_rw,2,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,4,,
sect_rw,2,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,0,,
sect_rw,2,72a70f17b906a2832412308aeacf6dd4ee13e5e1,INFO,rcu detected stall,rw_verify_area,INFO: rcu detected stall in rw_verify_area,cover_eval_cp,1,,
sect_rw,2,d713702b5b286b7704349bdd865755658baff3e8,KASAN,use-after-free Read,em28xx_init_extension,KASAN: use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
sect_rw,2,d870630cedefaaf2c870f9459f559a5bebb8e843,INFO,task hung,nsim_create,INFO: task hung in nsim_create,cover_eval_cp,1,,
sect_rw,2,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_rw,2,09a650f7fd6360cfe594f52776cd08e4dea82d6f,INFO,task hung,__rq_qos_throttle,INFO: task hung in __rq_qos_throttle,cover_eval_cp,1,,
sect_rw,2,f311884ffb3006f0917bb38c3d12a48f2cafb3b0,BUG,soft lockup,NF_HOOK,BUG: soft lockup in NF_HOOK,cover_eval_cp,1,,
sect_rw,2,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_rw,2,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,2,,
sect_rw,2,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,26,,
sect_rw,2,5fe68c0f763c3644339804aa8a096294a4115723,BUG,soft lockup,neigh_timer_handler,BUG: soft lockup in neigh_timer_handler,cover_eval_cp,1,,
sect_rw,2,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,25,,
sect_rw,2,f5e68e16341d8bc960cd76ec3509b3e7a0f58dff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: failed to write control pipe: write |NUM: broken pipe,cover_eval_cp,1,,
sect_rw,2,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_rw,7,cbc4c6f265a721b8de45305209c4b636b1440f1d,BUG,soft lockup,mac80211_hwsim_beacon,BUG: soft lockup in mac80211_hwsim_beacon,cover_eval_cp,1,,
sect_rw,7,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_rw,7,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
sect_rw,7,69f47e275c4538c204132cc37dcf26766f7393cf,WARNING,,dput,WARNING in dput,cover_eval_cp,1,,
sect_rw,7,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,2,,
sect_rw,7,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,34,,
sect_rw,7,2f43513776335724f22aac1b056b930da4b84aff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: not serving,cover_eval_cp,1,,
sect_rw,7,4246a83f2d80e1ae9289025ab9e616e26d66b38c,BUG,soft lockup,br_handle_frame,BUG: soft lockup in br_handle_frame,cover_eval_cp,1,,
sect_rw,7,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_rw,7,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
sect_rw,7,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,2,,
sect_rw,7,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,7,,
sect_rw,7,0dd1c95c6a91d5a3394fc84e5dbf33e96c48e708,INFO,task hung,con_install,INFO: task hung in con_install,cover_eval_cp,1,,
sect_rw,7,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,1,,
sect_rw,7,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,27,,
sect_rw,7,37936123c8f81e38405258568172f9767d444d94,KASAN,slab-use-after-free Read,em28xx_release_resources,KASAN: slab-use-after-free Read in em28xx_release_resources,cover_eval_cp,2,,
sect_rw,7,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,18,,
sect_rw,7,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,1,,
sect_rw,7,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,3,,
sect_rw,7,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,15,,
sect_rw,7,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,12,,
sect_rw,7,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,8,,
sect_rw,7,3056e0207567b5ab2df376e1400f858b88d0f665,OTHER,kernel BUG,zero_user_segments,kernel BUG in zero_user_segments,cover_eval_cp,1,,
sect_rw,7,e294c86f55213967b11a9abc18b8883ff0c8605a,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: bad comp NUM type ADDR,cover_eval_cp,100,,
sect_rw,7,4ecda27d97e590e179a8c967d0b1615224f921fd,WARNING,,reserve_ds_buffers,WARNING in reserve_ds_buffers,cover_eval_cp,1,,
sect_rw,7,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,3,,
sect_rw,7,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,62,,
sect_rw,7,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,4,,
sect_rw,7,62354553a886c8b88fb5d75ad0108d1806c76405,WARNING,,__folio_mark_dirty,WARNING in __folio_mark_dirty,cover_eval_cp,3,,
sect_rw,7,fe781548d0a22bdbc3f703fc26dd1c43b0da5914,INFO,task hung,linkwatch_event,INFO: task hung in linkwatch_event,cover_eval_cp,2,,
sect_rw,7,0418de12f4357d538dd9ae036bfe6ad4600068d5,BUG,soft lockup,aoecmd_cfg,BUG: soft lockup in aoecmd_cfg,cover_eval_cp,1,,
sect_rw,7,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,65,,
